week,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Open,High,Low,Close,Volume,Close_change
2020-01-19,NFL Games Today,Alabama vs Michigan,Super Bowl 2024,Vince McMahon,Powerball,Adam Harrison,Adan Canto,"Perry, Iowa",Kansas City Chiefs,Jason Kelce retire,Jim Harbaugh,Nick Saban retiring,Dallas Cowboys,Oscar nominations 2024,Ohio State football,New Year's Day,NFL playoff picture,Ecuador,Rickey Smiley,Dexter King,Doc Rivers,Pete Carroll,Lipid,Penn State football,Super Bowl,9361.0703125,9451.4296875,9273.23046875,9314.91015625,10230010000,-74.0302734375
2020-01-26,Alabama vs Michigan,Adan Canto,Ohio State football,Kansas City Chiefs,Powerball,Oscar nominations 2024,Jim Harbaugh,"Perry, Iowa",Adam Harrison,Nick Saban retiring,Dallas Cowboys,Jason Kelce retire,NFL Games Today,Super Bowl 2024,Vince McMahon,New Year's Day,Ecuador,Super Bowl,Rickey Smiley,Penn State football,Pete Carroll,Lipid,Doc Rivers,NFL playoff picture,Dexter King,9092.4599609375,9329.1201171875,9088.0400390625,9150.9404296875,12039010000,-163.9697265625
2020-02-02,Alabama vs Michigan,Super Bowl 2024,Dallas Cowboys,"Perry, Iowa",NFL Games Today,New Year's Day,Vince McMahon,Jim Harbaugh,Oscar nominations 2024,Jason Kelce retire,Adam Harrison,Powerball,Kansas City Chiefs,Ohio State football,Nick Saban retiring,Adan Canto,Lipid,Pete Carroll,Ecuador,Doc Rivers,Dexter King,NFL playoff picture,Super Bowl,Rickey Smiley,Penn State football,9190.7197265625,9575.66015625,9188.5498046875,9520.509765625,11902480000,369.5693359375
2020-02-09,Vince McMahon,Dallas Cowboys,Adan Canto,Kansas City Chiefs,Nick Saban retiring,Jim Harbaugh,Powerball,Oscar nominations 2024,Ohio State football,Alabama vs Michigan,Jason Kelce retire,Super Bowl 2024,"Perry, Iowa",Adam Harrison,NFL Games Today,New Year's Day,Penn State football,Pete Carroll,Dexter King,Doc Rivers,Ecuador,NFL playoff picture,Super Bowl,Rickey Smiley,Lipid,9493.6298828125,9748.3203125,9493.6298828125,9731.1796875,11485690000,210.669921875
2020-02-16,Adam Harrison,Powerball,NFL Games Today,Oscar nominations 2024,Vince McMahon,Alabama vs Michigan,Dallas Cowboys,Kansas City Chiefs,Super Bowl 2024,Nick Saban retiring,"Perry, Iowa",Adan Canto,Jason Kelce retire,Jim Harbaugh,Ohio State football,New Year's Day,Rickey Smiley,Pete Carroll,Lipid,Dexter King,Doc Rivers,Super Bowl,Ecuador,NFL playoff picture,Penn State football,9679.0400390625,9838.3701171875,9542.330078125,9576.58984375,10246170000,-154.58984375
2020-02-23,Vince McMahon,Ohio State football,Kansas City Chiefs,Super Bowl 2024,New Year's Day,Oscar nominations 2024,"Perry, Iowa",NFL Games Today,Powerball,Dallas Cowboys,Nick Saban retiring,Adan Canto,Jason Kelce retire,Alabama vs Michigan,Jim Harbaugh,Adam Harrison,Penn State football,Dexter King,NFL playoff picture,Lipid,Doc Rivers,Pete Carroll,Ecuador,Super Bowl,Rickey Smiley,9188.4404296875,9322.8798828125,8264.16015625,8567.3701171875,20251980000,-1009.2197265625
2020-03-01,Alabama vs Michigan,NFL Games Today,Jim Harbaugh,Vince McMahon,"Perry, Iowa",Super Bowl 2024,New Year's Day,Powerball,Ohio State football,Nick Saban retiring,Jason Kelce retire,Dallas Cowboys,Oscar nominations 2024,Adam Harrison,Kansas City Chiefs,Adan Canto,Super Bowl,Ecuador,Doc Rivers,Pete Carroll,Lipid,Penn State football,NFL playoff picture,Dexter King,Rickey Smiley,8667.1396484375,9070.3203125,8375.1298828125,8575.6201171875,20277070000,8.25
2020-03-08,Oscar nominations 2024,NFL Games Today,Nick Saban retiring,Kansas City Chiefs,Dallas Cowboys,Adam Harrison,Vince McMahon,"Perry, Iowa",Adan Canto,Jim Harbaugh,Ohio State football,Super Bowl 2024,Alabama vs Michigan,Powerball,New Year's Day,Jason Kelce retire,Pete Carroll,Super Bowl,Rickey Smiley,Doc Rivers,Ecuador,NFL playoff picture,Lipid,Penn State football,Dexter King,7957.93017578125,8347.400390625,7194.669921875,7874.8798828125,23104400000,-700.740234375
2020-03-15,Jim Harbaugh,Adan Canto,NFL Games Today,Jason Kelce retire,New Year's Day,Super Bowl 2024,Kansas City Chiefs,Powerball,Vince McMahon,Oscar nominations 2024,Alabama vs Michigan,Ohio State football,Dallas Cowboys,Adam Harrison,Nick Saban retiring,"Perry, Iowa",Pete Carroll,Doc Rivers,Ecuador,Dexter King,Penn State football,Lipid,Super Bowl,NFL playoff picture,Rickey Smiley,7392.72998046875,7422.2001953125,6686.35986328125,6879.52001953125,24512120000,-995.35986328125
2020-03-22,Jim Harbaugh,New Year's Day,Kansas City Chiefs,"Perry, Iowa",Alabama vs Michigan,Nick Saban retiring,Jason Kelce retire,Dallas Cowboys,NFL Games Today,Powerball,Adam Harrison,Adan Canto,Super Bowl 2024,Vince McMahon,Oscar nominations 2024,Ohio State football,Penn State football,Pete Carroll,Rickey Smiley,Lipid,Super Bowl,Doc Rivers,Ecuador,NFL playoff picture,Dexter King,6847.27978515625,7809.830078125,6631.419921875,7502.3798828125,21476910000,622.85986328125
2020-03-29,Super Bowl 2024,Oscar nominations 2024,Powerball,"Perry, Iowa",Kansas City Chiefs,Dallas Cowboys,NFL Games Today,Jason Kelce retire,Adam Harrison,Ohio State football,Alabama vs Michigan,Jim Harbaugh,Vince McMahon,New Year's Day,Nick Saban retiring,Adan Canto,Lipid,Rickey Smiley,Dexter King,Ecuador,Penn State football,Doc Rivers,Pete Carroll,Super Bowl,NFL playoff picture,7583.4599609375,7880.31005859375,7288.10986328125,7373.080078125,18566200000,-129.2998046875
2020-04-05,Adan Canto,Alabama vs Michigan,New Year's Day,Kansas City Chiefs,Jason Kelce retire,NFL Games Today,Ohio State football,Super Bowl 2024,Dallas Cowboys,Powerball,"Perry, Iowa",Adam Harrison,Jim Harbaugh,Nick Saban retiring,Oscar nominations 2024,Vince McMahon,Ecuador,Super Bowl,Doc Rivers,NFL playoff picture,Rickey Smiley,Lipid,Pete Carroll,Dexter King,Penn State football,7660.169921875,8227.91015625,7617.7900390625,8153.580078125,15567990000,780.5
2020-04-12,Oscar nominations 2024,Jason Kelce retire,Nick Saban retiring,Ohio State football,Alabama vs Michigan,Adan Canto,"Perry, Iowa",Jim Harbaugh,Dallas Cowboys,Kansas City Chiefs,Adam Harrison,NFL Games Today,Super Bowl 2024,Powerball,Vince McMahon,New Year's Day,Pete Carroll,Doc Rivers,Super Bowl,NFL playoff picture,Lipid,Penn State football,Ecuador,Rickey Smiley,Dexter King,8127.68994140625,8670.2998046875,8035.9501953125,8650.1396484375,18706100000,496.5595703125
2020-04-19,Dallas Cowboys,Super Bowl 2024,"Perry, Iowa",Adan Canto,Ohio State football,NFL Games Today,Vince McMahon,Alabama vs Michigan,Oscar nominations 2024,Kansas City Chiefs,Powerball,Nick Saban retiring,Jim Harbaugh,New Year's Day,Jason Kelce retire,Adam Harrison,Doc Rivers,Lipid,Pete Carroll,Super Bowl,Penn State football,NFL playoff picture,Ecuador,Dexter King,Rickey Smiley,8553.3798828125,8684.91015625,8215.6904296875,8634.51953125,18112980000,-15.6201171875
2020-04-26,NFL Games Today,Kansas City Chiefs,"Perry, Iowa",Super Bowl 2024,Vince McMahon,Nick Saban retiring,Jim Harbaugh,Oscar nominations 2024,Adan Canto,Adam Harrison,Powerball,Dallas Cowboys,Jason Kelce retire,New Year's Day,Alabama vs Michigan,Ohio State football,Pete Carroll,Super Bowl,NFL playoff picture,Doc Rivers,Lipid,Penn State football,Rickey Smiley,Ecuador,Dexter King,8717.98046875,8957.26953125,8566.83984375,8604.9501953125,19909430000,-29.5693359375
2020-05-03,Dallas Cowboys,Ohio State football,"Perry, Iowa",NFL Games Today,Vince McMahon,New Year's Day,Powerball,Nick Saban retiring,Oscar nominations 2024,Kansas City Chiefs,Super Bowl 2024,Jason Kelce retire,Adam Harrison,Adan Canto,Alabama vs Michigan,Jim Harbaugh,Pete Carroll,Rickey Smiley,Dexter King,Lipid,Penn State football,NFL playoff picture,Super Bowl,Doc Rivers,Ecuador,8555.3203125,9125.98046875,8537.830078125,9121.3203125,18634290000,516.3701171875
2020-05-10,Alabama vs Michigan,Jim Harbaugh,Vince McMahon,Jason Kelce retire,"Perry, Iowa",Adan Canto,Kansas City Chiefs,Nick Saban retiring,Ohio State football,Oscar nominations 2024,NFL Games Today,Dallas Cowboys,Powerball,Super Bowl 2024,New Year's Day,Adam Harrison,Penn State football,Lipid,NFL playoff picture,Rickey Smiley,Dexter King,Pete Carroll,Super Bowl,Ecuador,Doc Rivers,9054.91015625,9250.9599609375,8705.25,9014.5595703125,20741830000,-106.7607421875
2020-05-17,Powerball,Alabama vs Michigan,Super Bowl 2024,Jim Harbaugh,NFL Games Today,Jason Kelce retire,Kansas City Chiefs,New Year's Day,Ohio State football,Nick Saban retiring,Adan Canto,Adam Harrison,Oscar nominations 2024,Vince McMahon,Dallas Cowboys,"Perry, Iowa",Rickey Smiley,Pete Carroll,Super Bowl,Lipid,Ecuador,NFL playoff picture,Penn State football,Doc Rivers,Dexter King,9177.150390625,9405.25,9154.349609375,9324.58984375,20264210000,310.0302734375
2020-05-24,Alabama vs Michigan,"Perry, Iowa",NFL Games Today,Jim Harbaugh,Nick Saban retiring,Jason Kelce retire,Adan Canto,Dallas Cowboys,Ohio State football,Super Bowl 2024,Kansas City Chiefs,New Year's Day,Oscar nominations 2024,Powerball,Adam Harrison,Vince McMahon,Rickey Smiley,NFL playoff picture,Doc Rivers,Dexter King,Penn State football,Super Bowl,Ecuador,Lipid,Pete Carroll,9501.2099609375,9523.6396484375,9144.2802734375,9489.8701171875,17794010000,165.2802734375
2020-05-31,NFL Games Today,"Perry, Iowa",Adan Canto,New Year's Day,Kansas City Chiefs,Vince McMahon,Powerball,Super Bowl 2024,Jim Harbaugh,Oscar nominations 2024,Jason Kelce retire,Alabama vs Michigan,Ohio State football,Nick Saban retiring,Adam Harrison,Dallas Cowboys,Lipid,Doc Rivers,Rickey Smiley,Super Bowl,Ecuador,Penn State football,Dexter King,Pete Carroll,NFL playoff picture,9471.419921875,9845.6904296875,9462.3203125,9814.080078125,25265930000,324.2099609375
2020-06-07,Super Bowl 2024,Dallas Cowboys,Alabama vs Michigan,New Year's Day,Nick Saban retiring,Ohio State football,Vince McMahon,Powerball,Oscar nominations 2024,Jim Harbaugh,Kansas City Chiefs,Adan Canto,NFL Games Today,Jason Kelce retire,"Perry, Iowa",Adam Harrison,Pete Carroll,Doc Rivers,Rickey Smiley,Penn State football,NFL playoff picture,Lipid,Dexter King,Ecuador,Super Bowl,9823.4404296875,10086.8896484375,9413.6201171875,9588.8095703125,26377480000,-225.2705078125
2020-06-14,Dallas Cowboys,Jason Kelce retire,Kansas City Chiefs,NFL Games Today,Ohio State football,Adam Harrison,Jim Harbaugh,New Year's Day,Adan Canto,Nick Saban retiring,Oscar nominations 2024,Powerball,"Perry, Iowa",Vince McMahon,Alabama vs Michigan,Super Bowl 2024,Super Bowl,Lipid,Ecuador,Penn State football,Doc Rivers,Pete Carroll,Dexter King,NFL playoff picture,Rickey Smiley,9426.900390625,10053.91015625,9403.0,9946.1201171875,23854180000,357.310546875
2020-06-21,New Year's Day,Dallas Cowboys,Adan Canto,Nick Saban retiring,Super Bowl 2024,NFL Games Today,Kansas City Chiefs,Ohio State football,Jim Harbaugh,Jason Kelce retire,Powerball,Vince McMahon,Adam Harrison,Alabama vs Michigan,Oscar nominations 2024,"Perry, Iowa",Pete Carroll,Dexter King,Penn State football,Doc Rivers,Rickey Smiley,Ecuador,Super Bowl,Lipid,NFL playoff picture,9945.490234375,10221.849609375,9749.0703125,9757.2197265625,27940280000,-188.900390625
2020-06-28,Alabama vs Michigan,Kansas City Chiefs,Dallas Cowboys,Adan Canto,Jim Harbaugh,Jason Kelce retire,Powerball,Vince McMahon,Oscar nominations 2024,Super Bowl 2024,"Perry, Iowa",Nick Saban retiring,NFL Games Today,New Year's Day,Adam Harrison,Ohio State football,Pete Carroll,NFL playoff picture,Super Bowl,Doc Rivers,Rickey Smiley,Penn State football,Lipid,Dexter King,Ecuador,9771.7197265625,10310.3603515625,9663.6103515625,10207.6298828125,17509830000,450.41015625
2020-07-05,New Year's Day,Dallas Cowboys,Kansas City Chiefs,Nick Saban retiring,Super Bowl 2024,Alabama vs Michigan,Jim Harbaugh,NFL Games Today,Adan Canto,Oscar nominations 2024,Adam Harrison,"Perry, Iowa",Jason Kelce retire,Vince McMahon,Powerball,Ohio State football,Super Bowl,Lipid,Rickey Smiley,NFL playoff picture,Pete Carroll,Ecuador,Penn State football,Dexter King,Doc Rivers,10360.3798828125,10622.349609375,10337.98046875,10617.4404296875,20488290000,409.810546875
2020-07-12,Powerball,Adam Harrison,Alabama vs Michigan,Nick Saban retiring,New Year's Day,Jim Harbaugh,Jason Kelce retire,Vince McMahon,Oscar nominations 2024,"Perry, Iowa",Super Bowl 2024,Dallas Cowboys,NFL Games Today,Adan Canto,Kansas City Chiefs,Ohio State football,Lipid,Penn State football,Super Bowl,Dexter King,Doc Rivers,Ecuador,Rickey Smiley,Pete Carroll,NFL playoff picture,10729.919921875,10824.7802734375,10182.4599609375,10503.1904296875,22599960000,-114.25
2020-07-19,Adam Harrison,Kansas City Chiefs,Jason Kelce retire,NFL Games Today,Adan Canto,Jim Harbaugh,"Perry, Iowa",Super Bowl 2024,Ohio State football,Alabama vs Michigan,Powerball,Nick Saban retiring,New Year's Day,Vince McMahon,Dallas Cowboys,Oscar nominations 2024,Pete Carroll,NFL playoff picture,Super Bowl,Ecuador,Rickey Smiley,Penn State football,Dexter King,Doc Rivers,Lipid,10526.01953125,10839.9296875,10217.3095703125,10363.1796875,22529270000,-140.0107421875
2020-07-26,Vince McMahon,Powerball,Super Bowl 2024,Dallas Cowboys,Oscar nominations 2024,Ohio State football,"Perry, Iowa",Nick Saban retiring,Adan Canto,Kansas City Chiefs,New Year's Day,Jason Kelce retire,NFL Games Today,Alabama vs Michigan,Adam Harrison,Jim Harbaugh,Rickey Smiley,Pete Carroll,NFL playoff picture,Ecuador,Lipid,Penn State football,Dexter King,Doc Rivers,Super Bowl,10421.7001953125,10747.7998046875,10397.8701171875,10745.26953125,20773410000,382.08984375
2020-08-02,Kansas City Chiefs,Vince McMahon,NFL Games Today,Oscar nominations 2024,Super Bowl 2024,Jason Kelce retire,"Perry, Iowa",New Year's Day,Adam Harrison,Alabama vs Michigan,Nick Saban retiring,Powerball,Adan Canto,Ohio State football,Jim Harbaugh,Dallas Cowboys,Rickey Smiley,Dexter King,Doc Rivers,NFL playoff picture,Super Bowl,Penn State football,Lipid,Pete Carroll,Ecuador,10848.6396484375,11126.0400390625,10831.150390625,11010.98046875,20765080000,265.7109375
2020-08-09,Powerball,Jim Harbaugh,Ohio State football,"Perry, Iowa",Super Bowl 2024,New Year's Day,Jason Kelce retire,Oscar nominations 2024,Adam Harrison,Dallas Cowboys,Adan Canto,Vince McMahon,Alabama vs Michigan,Nick Saban retiring,Kansas City Chiefs,NFL Games Today,Rickey Smiley,Lipid,NFL playoff picture,Pete Carroll,Ecuador,Super Bowl,Doc Rivers,Dexter King,Penn State football,11033.73046875,11124.849609375,10762.7099609375,11019.2998046875,19120150000,8.3193359375
2020-08-16,New Year's Day,Adam Harrison,Ohio State football,Vince McMahon,Jason Kelce retire,"Perry, Iowa",Kansas City Chiefs,Alabama vs Michigan,Super Bowl 2024,Powerball,Oscar nominations 2024,Jim Harbaugh,Nick Saban retiring,Dallas Cowboys,Adan Canto,NFL Games Today,Super Bowl,Dexter King,Penn State football,Lipid,Pete Carroll,Rickey Smiley,Doc Rivers,Ecuador,NFL playoff picture,11083.25,11326.2099609375,11080.2998046875,11311.7998046875,18084360000,292.5
2020-08-23,Vince McMahon,Kansas City Chiefs,Adam Harrison,NFL Games Today,New Year's Day,Dallas Cowboys,"Perry, Iowa",Powerball,Jim Harbaugh,Oscar nominations 2024,Super Bowl 2024,Adan Canto,Jason Kelce retire,Nick Saban retiring,Alabama vs Michigan,Ohio State football,Penn State football,Rickey Smiley,Lipid,NFL playoff picture,Doc Rivers,Super Bowl,Ecuador,Pete Carroll,Dexter King,11449.25,11730.009765625,11297.5302734375,11695.6298828125,17414490000,383.830078125
2020-08-30,Ohio State football,Nick Saban retiring,Dallas Cowboys,NFL Games Today,Oscar nominations 2024,New Year's Day,Kansas City Chiefs,Jason Kelce retire,Adam Harrison,"Perry, Iowa",Vince McMahon,Super Bowl 2024,Powerball,Alabama vs Michigan,Jim Harbaugh,Adan Canto,Rickey Smiley,NFL playoff picture,Penn State football,Lipid,Super Bowl,Pete Carroll,Ecuador,Dexter King,Doc Rivers,11718.8095703125,12074.0595703125,10875.8701171875,11313.1298828125,19854920000,-382.5
2020-09-06,Dallas Cowboys,Vince McMahon,New Year's Day,Ohio State football,Jason Kelce retire,Nick Saban retiring,Adam Harrison,NFL Games Today,Kansas City Chiefs,Powerball,"Perry, Iowa",Alabama vs Michigan,Jim Harbaugh,Oscar nominations 2024,Adan Canto,Super Bowl 2024,Ecuador,Pete Carroll,Lipid,Super Bowl,NFL playoff picture,Rickey Smiley,Doc Rivers,Dexter King,Penn State football,10900.7001953125,11299.5302734375,10728.0302734375,10853.5498046875,14926340000,-459.580078125
2020-09-13,Kansas City Chiefs,Jason Kelce retire,Alabama vs Michigan,New Year's Day,Powerball,Dallas Cowboys,NFL Games Today,Ohio State football,Jim Harbaugh,Adam Harrison,Oscar nominations 2024,Vince McMahon,Nick Saban retiring,"Perry, Iowa",Adan Canto,Super Bowl 2024,Rickey Smiley,Ecuador,Penn State football,Pete Carroll,Doc Rivers,Super Bowl,NFL playoff picture,Lipid,Dexter King,11010.1396484375,11245.419921875,10639.9501953125,10793.2802734375,20700940000,-60.26953125
2020-09-20,Ohio State football,New Year's Day,Jason Kelce retire,Vince McMahon,Alabama vs Michigan,Super Bowl 2024,Oscar nominations 2024,Adan Canto,Kansas City Chiefs,NFL Games Today,Adam Harrison,Powerball,Dallas Cowboys,"Perry, Iowa",Jim Harbaugh,Nick Saban retiring,Penn State football,Dexter King,Doc Rivers,Lipid,Super Bowl,Pete Carroll,Rickey Smiley,NFL playoff picture,Ecuador,10610.1396484375,10979.650390625,10519.490234375,10913.5595703125,19385360000,120.279296875
2020-09-27,Ohio State football,Super Bowl 2024,NFL Games Today,Jim Harbaugh,Vince McMahon,Jason Kelce retire,Dallas Cowboys,Alabama vs Michigan,Kansas City Chiefs,Powerball,Adam Harrison,Adan Canto,Oscar nominations 2024,"Perry, Iowa",New Year's Day,Nick Saban retiring,Pete Carroll,Super Bowl,Rickey Smiley,NFL playoff picture,Doc Rivers,Lipid,Ecuador,Penn State football,Dexter King,11084.3798828125,11344.1298828125,11019.1396484375,11075.01953125,18978820000,161.4599609375
2020-10-04,Vince McMahon,Super Bowl 2024,"Perry, Iowa",Jim Harbaugh,Nick Saban retiring,Oscar nominations 2024,Adan Canto,Powerball,New Year's Day,Ohio State football,Jason Kelce retire,Kansas City Chiefs,Adam Harrison,Alabama vs Michigan,NFL Games Today,Dallas Cowboys,NFL playoff picture,Dexter King,Ecuador,Lipid,Rickey Smiley,Pete Carroll,Super Bowl,Doc Rivers,Penn State football,11169.1103515625,11581.23046875,11124.4501953125,11579.9404296875,18937450000,504.9208984375
2020-10-11,Kansas City Chiefs,Alabama vs Michigan,Dallas Cowboys,Adan Canto,Ohio State football,Nick Saban retiring,Oscar nominations 2024,New Year's Day,Powerball,Super Bowl 2024,Vince McMahon,Adam Harrison,"Perry, Iowa",NFL Games Today,Jason Kelce retire,Jim Harbaugh,Pete Carroll,Super Bowl,Ecuador,Dexter King,Lipid,Rickey Smiley,NFL playoff picture,Doc Rivers,Penn State football,11732.330078125,11965.5400390625,11559.099609375,11671.5595703125,17421820000,91.619140625
2020-10-18,"Perry, Iowa",Super Bowl 2024,Ohio State football,Alabama vs Michigan,Adan Canto,Vince McMahon,Nick Saban retiring,Kansas City Chiefs,Oscar nominations 2024,Jim Harbaugh,Jason Kelce retire,New Year's Day,Dallas Cowboys,Powerball,Adam Harrison,NFL Games Today,Rickey Smiley,Pete Carroll,Penn State football,NFL playoff picture,Lipid,Super Bowl,Dexter King,Ecuador,Doc Rivers,11732.33984375,11778.1103515625,11369.2900390625,11548.2802734375,17034370000,-123.279296875
2020-10-25,Vince McMahon,Nick Saban retiring,Jim Harbaugh,Super Bowl 2024,Ohio State football,Alabama vs Michigan,Dallas Cowboys,Kansas City Chiefs,New Year's Day,Adan Canto,Powerball,Adam Harrison,Oscar nominations 2024,NFL Games Today,Jason Kelce retire,"Perry, Iowa",Lipid,Rickey Smiley,NFL playoff picture,Super Bowl,Dexter King,Ecuador,Penn State football,Pete Carroll,Doc Rivers,11440.6396484375,11545.6298828125,10822.5703125,10911.58984375,17156350000,-636.6904296875
2020-11-01,Super Bowl 2024,Alabama vs Michigan,Kansas City Chiefs,Ohio State football,Vince McMahon,Adan Canto,Jason Kelce retire,"Perry, Iowa",Powerball,Nick Saban retiring,NFL Games Today,Oscar nominations 2024,Jim Harbaugh,Dallas Cowboys,Adam Harrison,New Year's Day,Doc Rivers,Super Bowl,NFL playoff picture,Rickey Smiley,Ecuador,Penn State football,Dexter King,Lipid,Pete Carroll,11010.4501953125,11924.2802734375,10830.9501953125,11895.23046875,18077720000,983.640625
2020-11-08,Super Bowl 2024,Jason Kelce retire,Dallas Cowboys,Alabama vs Michigan,Kansas City Chiefs,Adan Canto,New Year's Day,Adam Harrison,Ohio State football,Powerball,Vince McMahon,Jim Harbaugh,"Perry, Iowa",NFL Games Today,Oscar nominations 2024,Nick Saban retiring,Lipid,Dexter King,Penn State football,NFL playoff picture,Pete Carroll,Ecuador,Super Bowl,Doc Rivers,Rickey Smiley,12046.66015625,12108.0703125,11424.6103515625,11829.2900390625,21996040000,-65.9404296875
2020-11-15,Kansas City Chiefs,Nick Saban retiring,Dallas Cowboys,NFL Games Today,Jim Harbaugh,Super Bowl 2024,Powerball,Alabama vs Michigan,Ohio State football,Adam Harrison,Vince McMahon,Oscar nominations 2024,Jason Kelce retire,New Year's Day,"Perry, Iowa",Adan Canto,Doc Rivers,Pete Carroll,Rickey Smiley,Super Bowl,Ecuador,Dexter King,NFL playoff picture,Penn State football,Lipid,11847.1103515625,11950.1796875,11760.98046875,11854.9697265625,23785180000,25.6796875
2020-11-22,New Year's Day,"Perry, Iowa",Alabama vs Michigan,Dallas Cowboys,Super Bowl 2024,NFL Games Today,Kansas City Chiefs,Adam Harrison,Oscar nominations 2024,Powerball,Jim Harbaugh,Jason Kelce retire,Ohio State football,Adan Canto,Vince McMahon,Nick Saban retiring,Penn State football,Lipid,Dexter King,Doc Rivers,Rickey Smiley,Super Bowl,Pete Carroll,Ecuador,NFL playoff picture,11916.759765625,12236.23046875,11796.5302734375,12205.849609375,19663300000,350.8798828125
2020-11-29,Adam Harrison,New Year's Day,Vince McMahon,Alabama vs Michigan,Ohio State football,Kansas City Chiefs,Powerball,Nick Saban retiring,Jim Harbaugh,Jason Kelce retire,Dallas Cowboys,Oscar nominations 2024,Super Bowl 2024,Adan Canto,NFL Games Today,"Perry, Iowa",Rickey Smiley,Ecuador,Lipid,Dexter King,Super Bowl,Pete Carroll,Doc Rivers,NFL playoff picture,Penn State football,12224.25,12464.23046875,12027.16015625,12464.23046875,29764650000,258.380859375
2020-12-06,Vince McMahon,Nick Saban retiring,Ohio State football,Oscar nominations 2024,Alabama vs Michigan,Adan Canto,"Perry, Iowa",Powerball,Super Bowl 2024,Kansas City Chiefs,New Year's Day,NFL Games Today,Jim Harbaugh,Dallas Cowboys,Jason Kelce retire,Adam Harrison,Penn State football,Rickey Smiley,Ecuador,Pete Carroll,Super Bowl,NFL playoff picture,Lipid,Dexter King,Doc Rivers,12461.0,12607.1396484375,12214.740234375,12377.8701171875,23561010000,-86.3603515625
2020-12-13,Vince McMahon,Dallas Cowboys,Jim Harbaugh,Adam Harrison,Oscar nominations 2024,Ohio State football,"Perry, Iowa",Powerball,New Year's Day,Super Bowl 2024,Nick Saban retiring,NFL Games Today,Jason Kelce retire,Adan Canto,Kansas City Chiefs,Alabama vs Michigan,Pete Carroll,Doc Rivers,Super Bowl,Rickey Smiley,Penn State football,NFL playoff picture,Ecuador,Lipid,Dexter King,12447.4404296875,12809.599609375,12432.7099609375,12755.6396484375,25663910000,377.76953125
2020-12-20,Nick Saban retiring,NFL Games Today,Oscar nominations 2024,Super Bowl 2024,Adam Harrison,Kansas City Chiefs,Jim Harbaugh,Jason Kelce retire,Dallas Cowboys,Ohio State football,"Perry, Iowa",New Year's Day,Vince McMahon,Alabama vs Michigan,Powerball,Adan Canto,Dexter King,Rickey Smiley,Lipid,NFL playoff picture,Super Bowl,Penn State football,Ecuador,Doc Rivers,Pete Carroll,12596.1396484375,12841.919921875,12525.2197265625,12804.73046875,21410920000,49.0908203125
2020-12-27,Jason Kelce retire,"Perry, Iowa",Vince McMahon,Adam Harrison,New Year's Day,Ohio State football,Adan Canto,Super Bowl 2024,Jim Harbaugh,NFL Games Today,Alabama vs Michigan,Powerball,Oscar nominations 2024,Nick Saban retiring,Dallas Cowboys,Kansas City Chiefs,Doc Rivers,Lipid,Ecuador,Rickey Smiley,NFL playoff picture,Super Bowl,Pete Carroll,Dexter King,Penn State football,12914.6396484375,12973.330078125,12821.23046875,12888.2802734375,19994910000,83.5498046875
2021-01-03,Vince McMahon,Adan Canto,Oscar nominations 2024,Powerball,Super Bowl 2024,Dallas Cowboys,Ohio State football,"Perry, Iowa",Adam Harrison,Alabama vs Michigan,NFL Games Today,Jim Harbaugh,Kansas City Chiefs,Nick Saban retiring,Jason Kelce retire,New Year's Day,Dexter King,NFL playoff picture,Lipid,Rickey Smiley,Ecuador,Doc Rivers,Super Bowl,Pete Carroll,Penn State football,12958.51953125,13208.08984375,12543.240234375,13201.98046875,35428780000,313.7001953125
2021-01-10,Dallas Cowboys,"Perry, Iowa",Jim Harbaugh,Oscar nominations 2024,Powerball,Jason Kelce retire,Adam Harrison,NFL Games Today,Alabama vs Michigan,Adan Canto,New Year's Day,Ohio State football,Kansas City Chiefs,Vince McMahon,Nick Saban retiring,Super Bowl 2024,NFL playoff picture,Rickey Smiley,Ecuador,Doc Rivers,Dexter King,Super Bowl,Lipid,Penn State football,Pete Carroll,13048.7802734375,13220.16015625,12949.759765625,12998.5,34521810000,-203.48046875
2021-01-17,Jason Kelce retire,Vince McMahon,Jim Harbaugh,"Perry, Iowa",Powerball,Super Bowl 2024,Kansas City Chiefs,NFL Games Today,Adam Harrison,New Year's Day,Oscar nominations 2024,Adan Canto,Dallas Cowboys,Nick Saban retiring,Ohio State football,Alabama vs Michigan,Penn State football,NFL playoff picture,Rickey Smiley,Ecuador,Pete Carroll,Dexter King,Doc Rivers,Lipid,Super Bowl,13132.73046875,13567.1396484375,13078.7001953125,13543.0595703125,26350240000,544.5595703125
2021-01-24,Adan Canto,Oscar nominations 2024,Super Bowl 2024,Jim Harbaugh,Vince McMahon,"Perry, Iowa",New Year's Day,Ohio State football,Nick Saban retiring,NFL Games Today,Jason Kelce retire,Powerball,Kansas City Chiefs,Adam Harrison,Dallas Cowboys,Alabama vs Michigan,Pete Carroll,Ecuador,Penn State football,Rickey Smiley,Lipid,NFL playoff picture,Dexter King,Doc Rivers,Super Bowl,13681.2099609375,13728.98046875,12985.0498046875,13070.6904296875,43496020000,-472.369140625
