순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
1969,도심 속의 방,2019-08-22,"400,000",0.0%,80,1,1,프랑스,"프랑스,이탈리아",(주)에스와이코마드
1969,마지막 의뢰인,,"480,000",0.0%,80,5,10,덴마크,덴마크,스튜디오엘론(주)
1969,롤라,2019-08-22,"400,000",0.0%,80,1,1,프랑스,"프랑스,이탈리아",(주)에스와이코마드
1969,수카바티,,"640,000",0.0%,80,1,2,한국,한국,
1969,"인디피크닉2023 단편5. 사랑의 마음, 사랑의 대화",,"529,300",0.0%,80,1,7,한국,한국,
1969,항해자,,"542,000",0.0%,80,1,2,미국,미국,
1969,SIPFF2023 한국단편경쟁 1,,"800,000",0.0%,80,1,2,한국,한국,
1977,"제12회 스토리업 쇼츠 섹션1. 지은이, 옮긴이, 엮은이",,"823,000",0.0%,79,1,1,한국,한국,
1977,제24회 대구단편영화제 경쟁11,,"422,000",0.0%,79,1,2,한국,한국,
1977,SIFF2023-아카이브1,,"632,000",0.0%,79,1,2,한국,한국,
1977,산책하는 침략자,2018-08-16,"572,000",0.0%,79,1,3,일본,일본,와이드 릴리즈(주)
1977,민족,2023-03-01,"250,000",0.0%,79,4,34,한국,한국,주식회사 씨엠닉스
1977,씨받이,1987-03-21,"433,000",0.0%,79,1,1,한국,한국,
1977,놉,2022-08-17,"794,000",0.0%,79,1,3,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
1977,호수의 란슬롯,,"513,000",0.0%,79,1,2,프랑스,프랑스,
1977,애니살롱전 4월: 그저 잃어버릴 수만은 없는 것들에 대하여,,"648,000",0.0%,79,1,3,한국,한국,
1986,2023 중앙영화제 블랙 : Black Light,,"468,000",0.0%,78,1,2,한국,한국,
1986,8월의 달을 위한 다섯 인형들,,"533,000",0.0%,78,1,2,이탈리아,이탈리아,
1986,김재훈의 피.엔.오,2023-06-14,"779,500",0.0%,78,5,27,한국,한국,주식회사 푸른잎커뮤니케이션
1986,공수도,2020-04-09,"702,000",0.0%,78,1,2,한국,한국,(주)그노스
1986,택시운전사,2017-08-02,"605,500",0.0%,78,4,15,한국,한국,(주)쇼박스
1986,낮에는 덥고 밤에는 춥고,2022-10-27,"516,000",0.0%,78,1,3,한국,한국,필름다빈
1992,좀비는 좀비끼리 우리는 우리끼리,2022-08-04,"614,000",0.0%,77,1,76,한국,한국,필름다빈
1992,愛憎,,"231,000",0.0%,77,1,6,미국,미국,
1992,르 아브르,2011-12-08,"420,000",0.0%,77,1,3,핀란드,"핀란드,프랑스,독일",찬란
1992,제24회 대구단편영화제 경쟁7,,"406,000",0.0%,77,1,2,한국,한국,
1992,크리피: 일가족 연쇄 실종 사건,2016-08-18,"542,000",0.0%,77,1,3,일본,일본,(주)영화사 진진
1997,트윈 픽스,1995-03-25,"629,000",0.0%,76,1,4,미국,미국,(주)영화사 안다미로
1997,아웃 오브 아프리카,1986-12-24,"668,000",0.0%,76,1,2,미국,미국,
1997,쌍무지개 뜨는언덕,1977-08-25,"286,000",0.0%,76,1,1,한국,한국,
1997,총알 발레,,"669,999",0.0%,76,1,17,일본,일본,(주)미디어캐슬
1997,"안녕, 나의 집",,"492,000",0.0%,76,1,2,프랑스,"프랑스,스위스,이탈리아",
1997,재춘언니,2022-03-31,"780,000",0.0%,76,1,2,한국,한국,(주)시네마달
1997,여섯번째의 행복,,"152,000",0.0%,76,1,2,미국,미국,
2004,1987,2017-12-27,"750,000",0.0%,75,1,1,한국,한국,(주)씨제이이엔엠
2004,여기도 사람 있어요,2023-03-01,"668,000",0.0%,75,2,22,한국,한국,김충길 필름
2004,제19회 서울인디애니페스트2023 랜선비행,,"519,000",0.0%,75,1,1,한국,한국,
2004,BBC 프롬스: NYO 재즈 위드 디 디 브릿지워터,,"1,498,500",0.0%,75,7,34,독일,독일,(주)케빈앤컴퍼니
2004,베로니카의 이중생활,1991-11-09,"730,000",0.0%,75,1,5,프랑스,프랑스,"(주)영화사 안다미로,㈜영화사 백두대간"
2004,6월의 뱀,2004-12-10,"624,599",0.0%,75,2,20,일본,일본,"(주)미디어캐슬,(주)마블엔터테인먼트"
2004,시집가는 날,1957-02-11,"225,000",0.0%,75,1,10,한국,한국,
2011,어셔가의 몰락,,"222,000",0.0%,74,1,6,미국,미국,
2011,사탕수수밭+알다루즈,,"222,000",0.0%,74,1,4,기타,기타,
2011,환상의 마로나,2020-06-11,"647,000",0.0%,74,2,6,프랑스,프랑스,찬란
2011,제9회 스토리업쇼츠 섹션2. 대담한 대담: 실화를 바탕으로 함,,"740,000",0.0%,74,1,1,한국,한국,
2011,제15회 대단한 단편영화제 단편경쟁 4,,"592,000",0.0%,74,1,2,한국,한국,
2011,킹콩,,"148,000",0.0%,74,1,8,미국,미국,
2011,지구를 지켜라,2003-04-04,"613,000",0.0%,74,1,2,한국,한국,CJ ENM
2011,황혼의 빛,2006-12-14,"440,000",0.0%,74,1,4,핀란드,핀란드,(주)스폰지이엔티
2019,백야의 탈출,,"146,000",0.0%,73,1,12,미국,미국,
2019,한번 죽어 봤다,2023-08-01,"482,828",0.0%,73,2,23,일본,일본,(주)미디어캐슬
2019,"남쪽, 적막철도",,"552,000",0.0%,73,1,3,대만,대만,
2019,마틴 에덴,2020-10-29,"500,000",0.0%,73,1,24,이탈리아,이탈리아,알토미디어(주)
2019,타임 이즈 업2,2023-05-31,"651,000",0.0%,73,19,45,이탈리아,이탈리아,스튜디오 에이드
2024,제12회 광주독립영화제: 메이드 인 광주 단편 신작선 3,,"72,000",0.0%,72,1,1,한국,한국,
2024,"프레임워크 - 케네스 앵거, 매직 랜턴 사이클: 파트 1",,"511,000",0.0%,72,1,1,기타,기타,
2024,그것만이 내 세상,2018-01-17,"432,000",0.0%,72,1,2,한국,한국,(주)씨제이이엔엠
2024,폴란드로 간 아이들,2018-10-31,"648,000",0.0%,72,1,2,한국,한국,커넥트픽쳐스(주)
2024,우리는 함께 늙지 않는다.,,"737,000",0.0%,72,1,6,프랑스,"프랑스,이탈리아",
2024,무뢰한,2015-05-27,"992,000",0.0%,72,1,1,한국,한국,CGV아트하우스
2024,농부의 딸,,"144,000",0.0%,72,1,8,미국,미국,
2024,살인자의 기억법,2017-09-06,"992,000",0.0%,72,1,1,한국,한국,(주)쇼박스
2024,이공삼칠,2022-06-08,"216,000",0.0%,72,1,1,한국,한국,(주)씨네필운
2024,소셜포비아,2015-03-12,"587,000",0.0%,72,1,5,한국,한국,CGV아트하우스
2024,클로젯,2020-02-05,"992,000",0.0%,72,1,1,한국,한국,(주)씨제이이엔엠
2035,부전승,,"485,000",0.0%,71,1,2,폴란드,폴란드,
2035,아리가토 씨,,"452,000",0.0%,71,1,2,일본,일본,
2035,장벽,,"456,000",0.0%,71,1,2,폴란드,폴란드,
2035,서치,2018-08-29,"491,100",0.0%,71,1,13,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
2035,소중한 날의 꿈,2011-06-23,"555,000",0.0%,71,1,2,한국,한국,에이원엔터테인먼트
2035,블랙머니,2019-11-13,"627,000",0.0%,71,1,2,한국,한국,(주)에이스메이커무비웍스
2035,너의 췌장을 먹고 싶어,2017-10-25,"541,683",0.0%,71,3,22,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
2035,우리,,"7,100",0.0%,71,1,2,한국,한국,
2043,스타탄생,,"303,000",0.0%,70,1,6,미국,미국,
2043,갈채,,"140,000",0.0%,70,1,4,미국,미국,
2043,그랑프리,2010-09-16,"420,000",0.0%,70,1,1,한국,한국,(주)싸이더스
2043,잊혀진 여전사,,"280,000",0.0%,70,1,1,한국,한국,
2043,완전한 사랑,,"365,000",0.0%,70,1,3,프랑스,프랑스,
2043,14회 광주여성영화제 선을넘는: 단편초청,,"280,000",0.0%,70,1,1,한국,한국,
2043,라인,,"280,000",0.0%,70,1,2,프랑스,"프랑스,벨기에,스위스",
2043,14회 광주여성영화제 지역여성영화제 교류전,,"280,000",0.0%,70,1,1,한국,한국,
2043,14회 광주여성영화제 귄 당선작 2,,"280,000",0.0%,70,1,1,한국,한국,
2043,14회 광주여성영화제 귄 당선작 3,,"280,000",0.0%,70,1,1,한국,한국,
2043,14회 광주여성영화제 아시아 여성의 오늘: 단편초청,,"280,000",0.0%,70,1,1,기타,기타,
2043,14회 광주여성영화제 귄 당선작 1,,"280,000",0.0%,70,1,1,한국,한국,
2043,지구 종말이 오더라도 너무 큰 기대는 말라,,"700,000",0.0%,70,2,3,루마니아,루마니아,
2043,2023 SICFF 제작지원작,,"519,000",0.0%,70,1,2,한국,한국,
2043,"반 시게루, 독창성의 구성+라카통& 바살: 공기와 공간, 빛의 이야기+프란시스 케레: 사이의 건축",,"420,000",0.0%,70,1,2,기타,기타,
2043,제24회 대구단편영화제 디프 초이스 3 - 이다영 감독전,,"350,000",0.0%,70,1,1,한국,한국,
2043,구혼자,,"452,000",0.0%,70,1,2,프랑스,프랑스,
2043,제9회 스토리업쇼츠 섹션1. 우연적 필연,,"700,000",0.0%,70,1,1,한국,한국,
2043,일층 이층 삼층,,"403,000",0.0%,70,1,4,이탈리아,"이탈리아,프랑스",
2043,어멍,2019-11-21,"420,000",0.0%,70,1,1,한국,한국,(주)로드픽쳐스
2063,아수라,2016-09-28,"552,000",0.0%,69,1,1,한국,한국,(주)씨제이이엔엠
2063,블루노트 레코드,2019-08-15,"828,000",0.0%,69,1,6,영국,"영국,미국",(주)마노엔터테인먼트
2063,남자는 처음을 원하고 여자는 마지막을 원한다,2023-05-18,"496,000",0.0%,69,6,15,한국,한국,(주)스토리제이
2063,사라 인 쿠바,,"1,379,000",0.0%,69,7,33,독일,독일,(주)케빈앤컴퍼니
2063,광주독립영화관 연례보고전 메이드 인 광주,,"69,000",0.0%,69,1,1,한국,한국,
2063,그리고 삶은 계속된다,1998-03-14,"486,000",0.0%,69,1,3,이란,이란,
2063,세계를 그대 품안에,,"138,000",0.0%,69,1,9,미국,미국,
2070,바람 속의 아이들,,"439,000",0.0%,68,1,2,일본,일본,
2070,미스터 로버츠,,"207,000",0.0%,68,1,5,,,
2070,더 차일드,2006-01-27,"659,500",0.0%,68,2,7,벨기에,벨기에,"찬란,스폰지"
2070,스윙키즈,2018-12-19,"136,000",0.0%,68,1,6,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2070,소년 아메드,2020-07-30,"639,000",0.0%,68,2,11,프랑스,프랑스,(주)영화사 진진
2070,사랑은 비를 타고,,"1,360,000",0.0%,68,1,1,미국,미국,워너브러더스 코리아(주)
2076,코퍼스 칼로섬,,"393,000",0.0%,67,1,3,캐나다,캐나다,
2076,12월 프레임워크 - 스탠 반더빅 작품선,,"492,000",0.0%,67,1,1,미국,미국,
2076,"지금, 만나러 갑니다",2005-03-25,"653,000",0.0%,67,1,3,일본,일본,"(주)디스테이션,(주)엔케이컨텐츠,롯데쇼핑㈜롯데엔터테인먼트"
2076,그녀가 말했다,2022-11-30,"557,000",0.0%,67,1,3,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
2080,다음 세계를 위하여,,"402,000",0.0%,66,1,4,캐나다,캐나다,
2080,힙노시스: LP 커버의 전설,,"680,000",0.0%,66,1,2,영국,영국,
2080,극장판 기븐,2020-11-26,"858,000",0.0%,66,1,1,일본,일본,(주)애니플러스
2080,나는 살인청부업자를 고용했다,,"378,000",0.0%,66,1,3,핀란드,핀란드,
2080,소나티네,2000-01-08,"689,000",0.0%,66,1,8,일본,일본,
2080,인디피크닉2023 단편4. 꼬리에 꼬리를 무는 이야기,,"448,500",0.0%,66,1,7,한국,한국,
2080,오르소,2023-09-21,"366,000",0.0%,66,5,12,프랑스,프랑스,주식회사 풍경소리
2080,모퉁이 가게,,"433,000",0.0%,66,1,1,미국,미국,
2080,나폴레옹과 데지레,,"133,000",0.0%,66,1,6,미국,미국,
2080,왕십리 김종분,2021-11-11,"726,000",0.0%,66,1,1,한국,한국,㈜인디스토리
2090,중국 여인의 연대기,,"354,000",0.0%,65,1,3,홍콩,"홍콩,프랑스,중국",
2090,제12회 광주독립영화제: 5월 이야기,,"65,000",0.0%,65,1,1,한국,한국,
2090,우리 돈 벌레,2023-12-28,"390,000",0.0%,65,5,8,한국,한국,㈜스토리셋
2090,2023 중앙영화제 블루 : Blue Light,,"389,000",0.0%,65,1,2,한국,한국,
2090,그대안의 블루,1992-12-25,"387,000",0.0%,65,1,1,한국,한국,
2090,제10회 미쟝센 단편영화제-각양각색 배우열전 3,,"445,000",0.0%,65,1,2,한국,한국,
2090,두개의 빛: 릴루미노,,"390,000",0.0%,65,1,1,한국,한국,
2090,블루 재스민,2013-09-25,"590,000",0.0%,65,1,14,미국,미국,(주)인벤트스톤
2090,마침내 안전!,,"420,000",0.0%,65,1,2,미국,미국,
2099,란,,"589,000",0.0%,64,1,2,프랑스,프랑스,
2099,옛날 옛적 서부에서,,"551,000",0.0%,64,1,2,미국,"미국,이탈리아",
2099,딜리셔스: 프렌치 레스토랑의 시작,,"452,000",0.0%,64,1,2,프랑스,프랑스,(주)다날엔터테인먼트
2099,프리! 더 파이널 스트로크 전편,2022-01-20,"557,228",0.0%,64,1,7,일본,일본,(주)애니플러스
2099,알렉산더 네브스키,,"414,000",0.0%,64,1,1,소련,소련,
2099,씨앗의 시간,,"449,000",0.0%,64,1,5,한국,한국,
2099,미용의 기술,2023-02-17,"324,000",0.0%,64,5,5,한국,한국,(주)메이크아트
2099,제15회 서울영등포국제초단편영화제 뉴 제너레이션 경쟁 1,,"512,000",0.0%,64,1,2,한국,한국,
2107,검은 수선화,,"192,000",0.0%,63,1,6,영국,영국,
2107,올 댓 재즈,,"339,000",0.0%,63,1,2,미국,미국,
2107,상록수,1961-09-20,"145,000",0.0%,63,1,10,한국,한국,
2107,입천장 까지도록 와그작,,"489,000",0.0%,63,1,1,한국,한국,
2107,검거,,"395,000",0.0%,63,1,2,헝가리,헝가리,
2107,SIPFF 2023한국단편-비경쟁 4,,"630,000",0.0%,63,1,2,한국,한국,
2107,스타비스키,,"403,000",0.0%,63,1,2,이탈리아,"이탈리아,프랑스",
2114,언노운 걸,2017-05-03,"617,000",0.0%,62,1,4,벨기에,"벨기에,프랑스",오드
2114,출발,,"401,000",0.0%,62,1,2,벨기에,벨기에,
2114,월드시네마2023 잃어버린 시간을 찾아서: 거장들의 다큐멘터리 1,,"324,000",0.0%,62,1,3,기타,기타,
2114,반짝다큐페스티발 섹션 7,,"549,000",0.0%,62,1,1,한국,한국,
2114,제19회 서울인디애니페스트2023 아시아 파노라마,,"434,000",0.0%,62,1,2,기타,기타,
2114,그대라는기억 연숙씨,2022-06-16,"379,000",0.0%,62,3,12,한국,한국,"(주)드림팩트엔터테인먼트,주식회사 블루필름웍스"
2114,쾌걸 조로,,"186,000",0.0%,62,1,6,미국,미국,
2114,프로비던스,,"399,000",0.0%,62,1,2,프랑스,프랑스,
2122,서스피션,,"601,000",0.0%,61,1,8,미국,미국,(주)영화사 안다미로
2122,불운의 사랑,,"336,000",0.0%,61,1,1,포르투갈,포르투갈,
2122,노부코,,"370,000",0.0%,61,1,2,일본,일본,
2122,플랜 75,,"593,000",0.0%,61,1,2,일본,일본,찬란
2122,제19회 서울인디애니페스트2023 베스트 판토슈 2: 열아홉을 환영해!,,"418,000",0.0%,61,1,2,기타,기타,
2122,올리브나무사이로,1997-08-23,"423,000",0.0%,61,1,2,프랑스,"프랑스,이란",
2128,제19회 서울인디애니페스트2023 아시아로1,,"411,000",0.0%,60,1,2,기타,기타,
2128,프렌치 수프,,"480,000",0.0%,60,1,1,프랑스,프랑스,
2128,"10월 프레임워크 - 케네스 앵거, 매직 랜턴 사이클: 파트 2",,"412,000",0.0%,60,1,1,미국,미국,
2128,"영화로운 단편영화선 - 지금, 우리, 여기",,"600,000",0.0%,60,2,2,한국,한국,
2128,베이비 길들이기,,"120,000",0.0%,60,1,9,미국,미국,
2128,지난 여름 갑자기,,"180,000",0.0%,60,1,6,미국,미국,
2128,맨발의 청춘,,"60,000",0.0%,60,1,2,한국,한국,
2128,마리아 브라운의 결혼,1994-10-29,"407,000",0.0%,60,1,2,독일,독일,
2128,아들,2004-02-20,"508,000",0.0%,60,1,7,프랑스,"프랑스,벨기에",(주)동숭아트센터
2128,줄 위의 종달새,2007-05-17,"411,000",0.0%,60,1,2,프랑스,프랑스,㈜영화사 백두대간
2128,만국,,"389,000",0.0%,60,1,2,일본,일본,
2128,젊은이의 양지,2020-10-28,"480,000",0.0%,60,1,2,한국,한국,(주)리틀빅픽쳐스
2128,죄 많은 소녀,2018-09-13,"540,000",0.0%,60,1,1,한국,한국,CGV아트하우스
2128,애프터 미투,2022-10-06,"300,000",0.0%,60,1,6,한국,한국,(주)영화사 그램
2128,제25회 한예종 졸업영화제 섹션 22,,"420,000",0.0%,60,1,1,한국,한국,
2128,제25회 한예종 졸업영화제 섹션 20,,"420,000",0.0%,60,1,1,한국,한국,
2128,제25회 한예종 졸업영화제 섹션 24,,"420,000",0.0%,60,1,1,한국,한국,
2128,제25회 한예종 졸업영화제 섹션 18,,"420,000",0.0%,60,1,1,한국,한국,
2128,제10회 마리끌레르영화제: 박정민 단편 상영,,"540,000",0.0%,60,1,1,한국,한국,
2147,제25회 한예종 졸업영화제 섹션 17,,"413,000",0.0%,59,1,1,한국,한국,
2147,제19회 서울인디애니페스트2023 한국 파노라마,,"401,500",0.0%,59,1,2,한국,한국,
2147,햇빛 속의 모과나무,,"307,000",0.0%,59,1,3,스페인,스페인,
2147,제25회 한예종 졸업영화제 섹션 19,,"413,000",0.0%,59,1,1,한국,한국,
2147,훠드부룩의 결투,,"118,000",0.0%,59,1,6,미국,미국,
2147,제25회 한예종 졸업영화제 섹션 21,,"413,000",0.0%,59,1,1,한국,한국,
2147,실크 스타킹,,"177,000",0.0%,59,1,6,미국,미국,
2147,제25회 한예종 졸업영화제 섹션 23,,"413,000",0.0%,59,1,1,한국,한국,
2147,워런데일,,"372,000",0.0%,59,1,4,캐나다,캐나다,
2147,반짝다큐페스티발 섹션 8,,"528,000",0.0%,59,1,1,한국,한국,
2147,헐리우드 키드의 생애,1994-07-30,"550,000",0.0%,59,1,4,한국,한국,
2147,세르지오 레오네: 미국을 발명한 이탈리아인,,"414,000",0.0%,59,1,2,이탈리아,이탈리아,
2147,마담 드...,,"401,000",0.0%,59,1,2,프랑스,프랑스,
2147,나비 사냥,,"370,000",0.0%,59,1,2,프랑스,"프랑스,독일,이탈리아",
2147,매드 하이디,2023-12-14,"519,428",0.0%,59,4,22,스위스,스위스,와이드 릴리즈(주)
2147,오타르 이오셀리아니 단편선,,"390,000",0.0%,59,1,2,러시아,러시아,
2147,2023 SICFF 영화마루2,,"449,000",0.0%,59,1,2,한국,한국,
2147,2023 세계일화국제불교영화제 동국 OTT쇼케이스,,"5,900",0.0%,59,1,1,한국,한국,
2147,손들어!,,"373,000",0.0%,59,1,2,네덜란드,"네덜란드,프랑스",
2147,해밀턴 부인,,"118,000",0.0%,59,1,3,영국,영국,
2167,타샤 튜더,2018-09-13,"348,000",0.0%,58,1,1,일본,일본,(주)마노엔터테인먼트
2167,생일,2019-04-03,"348,000",0.0%,58,1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2167,빅,2016-07-27,"348,000",0.0%,58,1,1,미국,"미국,인도",(주)이수C&E
2167,겨울 노래,,"388,000",0.0%,58,1,2,프랑스,프랑스,
2167,밀라레파,,"5,800",0.0%,58,1,2,기타,기타,
2167,무간도,2003-02-21,"574,000",0.0%,58,1,3,홍콩,홍콩,"(주)디스테이션,태창엔터테인먼트(주)"
2167,제12회 스토리업 쇼츠 섹션2. 대담한 대담: 크레딧이 올라간 후에,,"585,500",0.0%,58,1,1,한국,한국,
2167,하녀,,"581,000",0.0%,58,1,2,슬로바키아,슬로바키아,
2167,납치,,"580,000",0.0%,58,2,3,이탈리아,이탈리아,
2167,제6회 전주국제단편영화제 국내3,,"290,000",0.0%,58,1,2,한국,한국,
2167,SIWOLF2023-단편 경쟁3,,"405,000",0.0%,58,1,1,한국,한국,
2167,성스러운 창녀를 주목하라,,"410,000",0.0%,58,1,2,서독,서독,
2167,반짝다큐페스티발 섹션 4,,"510,000",0.0%,58,1,1,한국,한국,
2167,리멤버,2022-10-26,"348,000",0.0%,58,1,1,한국,한국,(주)에이스메이커무비웍스
2167,기적,2021-09-15,"348,000",0.0%,58,1,1,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
2182,2023 SICFF 애니메이션경쟁3,,"448,000",0.0%,57,1,2,기타,기타,
2182,얼굴 없는 눈,,"401,000",0.0%,57,1,3,프랑스,프랑스,
2182,죄와 벌,2001-12-29,"319,000",0.0%,57,1,3,핀란드,핀란드,㈜영화사 백두대간
2182,2023년 4월 프레임워크: 영화가 벌써 시작되었나?,,"386,000",0.0%,57,1,1,프랑스,프랑스,
2182,폭풍의 언덕,,"264,000",0.0%,57,1,3,일본,"일본,스위스",
2182,라임라이트,1989-08-26,"528,000",0.0%,57,1,4,미국,미국,"(주)엣나인필름,유나이티드 아티스트"
2182,드리밍 월스,,"342,000",0.0%,57,2,3,벨기에,"벨기에,프랑스,네덜란드,스웨덴",
2189,제25회 한예종 졸업영화제 섹션 15,,"392,000",0.0%,56,1,1,한국,한국,
2189,애니살롱전 8월: 낯선 SF 판타지의 세계가 열린다,,"488,000",0.0%,56,1,3,한국,한국,
2189,제25회 한예종 졸업영화제 섹션 9,,"392,000",0.0%,56,1,1,한국,한국,
2189,제25회 한예종 졸업영화제 섹션 10,,"392,000",0.0%,56,1,1,한국,한국,
2189,제25회 한예종 졸업영화제 섹션 12,,"392,000",0.0%,56,1,1,한국,한국,
2189,제25회 한예종 졸업영화제 섹션 13,,"392,000",0.0%,56,1,1,한국,한국,
2189,로그 인 벨지움,2021-12-01,"504,000",0.0%,56,1,1,한국,한국,(주)엣나인필름
2189,제25회 한예종 졸업영화제 섹션 14,,"392,000",0.0%,56,1,1,한국,한국,
2189,제25회 한예종 졸업영화제 섹션 11,,"392,000",0.0%,56,1,1,한국,한국,
2189,제25회 한예종 졸업영화제 섹션 16,,"392,000",0.0%,56,1,1,한국,한국,
2189,낙엽,,"343,000",0.0%,56,1,2,러시아,러시아,
2189,나는 영화를 사랑해,,"391,000",0.0%,56,2,4,캐나다,캐나다,
2189,공기인형,2010-04-08,"504,000",0.0%,56,1,1,일본,일본,"오드,CJ ENM"
2189,제2의 찬스,,"112,000",0.0%,56,1,8,미국,미국,
2189,외로이 달리다,,"340,000",0.0%,56,1,3,미국,미국,
2204,아내여 장미처럼,,"357,000",0.0%,55,1,2,일본,일본,
2204,버퍼존,,"275,000",0.0%,55,1,1,한국,한국,
2204,키아라,,"371,000",0.0%,55,1,3,이탈리아,이탈리아,
2204,위험사회,,"440,000",0.0%,55,1,2,한국,한국,
2204,열쇠,,"110,000",0.0%,55,1,6,영국,영국,
2204,열 개의 우물,,"434,000",0.0%,55,1,1,한국,한국,
2204,사갈,,"434,000",0.0%,55,1,3,한국,한국,
2211,봄에 우는 여인,,"340,000",0.0%,54,1,2,일본,일본,
2211,제15회 서울영등포국제초단편영화제 초·단편 경쟁 1,,"424,000",0.0%,54,1,2,기타,기타,
2211,극장판 검정고무신 : 즐거운 나의 집,2022-10-06,"432,000",0.0%,54,1,1,한국,한국,"(주)대교 미디어콘텐츠사업본부,(주)블루라벨픽쳐스"
2211,벨벳 골드마인,1999-08-28,"534,000",0.0%,54,1,6,영국,"영국,미국","(주)디스테이션,(주)엔케이컨텐츠"
2211,사랑,,"273,000",0.0%,54,1,3,이탈리아,이탈리아,
2211,사계절의 상인,,"347,000",0.0%,54,1,2,서독,서독,
2211,식은 죽 먹기,,"354,000",0.0%,54,1,2,미국,미국,
2211,순간에서 영원으로,,"108,000",0.0%,54,1,6,영국,영국,
2219,툭담 : 삶과 죽음의 경계에서,,"5,300",0.0%,53,1,2,인도,"인도,부탄",
2219,내 미국 삼촌,2005-12-23,"360,000",0.0%,53,1,3,프랑스,프랑스,㈜영화사 백두대간
2219,패딩턴,2015-01-07,"452,000",0.0%,53,1,8,영국,"영국,프랑스,캐나다",롯데쇼핑㈜롯데엔터테인먼트
2219,머리 장식핀,,"335,000",0.0%,53,1,2,일본,일본,
2219,해적,,"106,000",0.0%,53,1,7,미국,미국,
2219,낯선 곳에서의 2주,,"106,000",0.0%,53,1,8,미국,미국,
2219,밤 산책,,"418,000",0.0%,53,1,4,한국,한국,
2226,태양왕 루이 14세,,"336,000",0.0%,52,1,2,스페인,"스페인,포르투갈",
2226,나는 비밀을 알고 있다,,"105,000",0.0%,52,1,6,미국,미국,
2226,가녀의 각서,,"319,000",0.0%,52,1,2,일본,일본,
2226,"월간 동물영화 6월 - 위계와 관계의 이미지들: 이옥섭, 장윤미 동물영화 단편선",,"459,000",0.0%,52,1,1,한국,한국,
2226,이누부!,2023-10-16,"334,000",0.0%,52,4,41,일본,일본,(주)미디어캐슬
2226,걸캅스,2019-05-09,"364,000",0.0%,52,1,1,한국,한국,(주)씨제이이엔엠
2226,솔라 플라워,2023-04-06,"292,000",0.0%,52,5,6,한국,한국,(주)스토리제이
2226,싸나희 순정,2021-11-25,"104,000",0.0%,52,1,28,한국,한국,(주)마노엔터테인먼트
2226,전원,,"327,000",0.0%,52,1,2,러시아,러시아,
2226,다크 레드 포레스트,,"5,200",0.0%,52,1,1,중국,중국,
2236,희망의 건너편,,"293,000",0.0%,51,1,3,핀란드,"핀란드,독일",
2236,은판 위의 여인,2017-11-30,"355,000",0.0%,51,1,3,프랑스,프랑스,(주)영화사 안다미로
2236,미녀와 건달,,"102,000",0.0%,51,1,5,미국,미국,
2236,남쪽으로 튀어,,"334,000",0.0%,51,1,2,일본,일본,(주)키노아이디엠씨
2236,제6회 전주국제단편영화제 전북2,,"252,000",0.0%,51,1,2,한국,한국,
2236,제19회 서울인디애니페스트2023 아시아로3,,"354,000",0.0%,51,1,2,기타,기타,
2236,제15회 대단한 단편영화제 단편경쟁 1,,"408,000",0.0%,51,1,2,한국,한국,
2236,"햄릿, 장사를 떠나다",,"282,000",0.0%,51,1,3,핀란드,핀란드,
2236,콜드 워,2019-02-07,"476,000",0.0%,51,1,3,폴란드,폴란드,아이 엠
2245,견자단의 용호무사,2023-01-26,"250,000",0.0%,50,5,5,중국,중국,비케이 시네윈
2245,아이스마이어,,"500,000",0.0%,50,1,2,오스트리아,"오스트리아 ,독일",
2245,단순한 이야기,,"335,000",0.0%,50,1,1,프랑스,프랑스,
2245,공민정 배우 단편선,,"379,000",0.0%,50,1,1,한국,한국,
2245,인생의 종착역,,"100,000",0.0%,50,1,4,미국,미국,
2245,헤이지니&럭키강이 비밀의 문,2022-12-01,"250,000",0.0%,50,5,6,한국,한국,"(주)영화사 그램,(주)플레이그램"
2245,나는 나를 해고하지 않는다,2021-01-28,"350,000",0.0%,50,1,1,한국,한국,(주)영화사 진진
2245,어떤 여름의 연대기,,"283,000",0.0%,50,1,3,프랑스,프랑스,
2245,태안,2022-10-06,"400,000",0.0%,50,1,1,한국,한국,레드무비
2245,마이 대디,2023-11-16,"309,806",0.0%,50,4,33,일본,일본,(주)미디어캐슬
2245,항구의 일본 소녀들,,"321,000",0.0%,50,1,2,일본,일본,
2256,보호자,,"393,000",0.0%,49,2,9,터키,터키,
2256,신원미상,,"292,000",0.0%,49,1,2,폴란드,폴란드,
2256,디모: 벚꽃의 소리,2022-12-01,"342,500",0.0%,49,3,22,일본,일본,(주)미디어캐슬
2256,시티 오브 갓,2005-11-04,"705,000",0.0%,49,1,3,미국,미국,프리비젼엔터테인먼트
2256,인디피크닉2023 단편2. 너희는 우리보다,,"345,000",0.0%,49,1,6,한국,한국,
2256,야간문,,"98,000",0.0%,49,1,6,프랑스,프랑스,
